timestamp,bid,ask,source
2026-02-15T03:02:56.910000+00:00,69410.97887005573,69515.17348432151,coingecko
2026-02-15T04:04:12.938000+00:00,69908.84181894145,70013.78378814676,coingecko
2026-02-15T05:03:27.845000+00:00,70102.75588428005,70207.98894290044,coingecko
2026-02-15T06:02:53.187000+00:00,70190.40628709891,70295.77092000423,coingecko
2026-02-15T07:03:53.261000+00:00,70320.34710259431,70425.90679301602,coingecko
2026-02-15T08:02:44.187000+00:00,70733.1769066659,70839.35630657582,coingecko
2026-02-15T09:03:49.234000+00:00,70358.51205026706,70464.12903107806,coingecko
2026-02-15T10:02:50.020000+00:00,70324.10694121235,70429.67227562497,coingecko
2026-02-15T11:03:16.261000+00:00,70352.14452034919,70457.75194269649,coingecko
2026-02-15T12:03:02.331000+00:00,70214.47138025411,70319.87213789273,coingecko
2026-02-15T13:04:10.361000+00:00,69335.56074516666,69439.64214733602,coingecko
2026-02-15T14:03:24.829000+00:00,68888.70013612941,68992.11074428972,coingecko
2026-02-15T15:03:40.327000+00:00,69059.10386070669,69162.77026630194,coingecko
2026-02-15T16:03:25.270000+00:00,69008.7523200586,69112.3431416549,coingecko
2026-02-15T17:02:37.916000+00:00,68953.21958974969,69056.7270497293,coingecko
2026-02-15T18:02:37.233000+00:00,68529.13863929472,68632.0095003995,coingecko
2026-02-15T19:00:32.737000+00:00,68340.22548563105,68442.8127643185,coingecko
2026-02-15T20:02:58.384000+00:00,68231.34468967178,68333.76852458248,coingecko
2026-02-15T21:03:19.174000+00:00,68367.25018609807,68469.87803226183,coingecko
2026-02-15T22:02:36.165000+00:00,68786.02588316641,68889.28236435205,coingecko
2026-02-15T23:02:34.604000+00:00,68871.56767114649,68974.95256132084,coingecko
2026-02-16T00:01:51.693000+00:00,68729.71113581747,68832.88308148044,coingecko
2026-02-16T01:02:26.273000+00:00,68755.94422298914,68859.15554781724,coingecko
2026-02-16T02:02:27.636000+00:00,68549.43185014641,68652.33317391446,coingecko
2026-02-16T03:02:20.011000+00:00,68247.86358230867,68350.312214156,coingecko
2026-02-16T04:01:47.482000+00:00,68326.76720088828,68429.3342769967,coingecko
2026-02-16T05:02:17.250000+00:00,68781.75206835681,68885.0021340086,coingecko
2026-02-16T06:01:24.553000+00:00,68317.29761016925,68419.85047123031,coingecko
2026-02-16T07:03:13.191000+00:00,68359.82013164279,68462.4368243598,coingecko
2026-02-16T08:02:53.131000+00:00,68491.64005201825,68594.45462302453,coingecko
2026-02-16T09:01:45.102000+00:00,68674.83283370225,68777.92240012762,coingecko
2026-02-16T10:03:03.125000+00:00,68887.8843487623,68991.29373232312,coingecko
2026-02-16T11:02:39.271000+00:00,68714.88755102514,68818.03724462187,coingecko
2026-02-16T12:02:27.089000+00:00,68765.3940907693,68868.61960103815,coingecko
2026-02-16T13:02:29.167000+00:00,69668.62459565965,69773.20596858284,coingecko
2026-02-16T14:02:42.123000+00:00,68309.87615993312,68412.41788046343,coingecko
2026-02-16T15:03:42.183000+00:00,68330.47636760327,68433.0490116377,coingecko
2026-02-16T16:02:57.265000+00:00,67462.79693998316,67564.06708800416,coingecko
2026-02-16T17:02:48.139000+00:00,67779.60980743873,67881.3555314429,coingecko
2026-02-16T18:02:37.493000+00:00,67872.45949521441,67974.34459828453,coingecko
2026-02-16T19:03:58.387000+00:00,67794.77125111739,67896.5397343565,coingecko
2026-02-16T20:03:20.491000+00:00,67830.88650177917,67932.70919855442,coingecko
2026-02-16T21:03:26.309000+00:00,68428.60368360815,68531.32362909269,coingecko
2026-02-16T22:03:48.549000+00:00,68753.3731082694,68856.58057353074,coingecko
2026-02-16T23:02:56.121000+00:00,68537.77989239599,68640.66372510912,coingecko
2026-02-17T00:03:30.055000+00:00,68800.8470080414,68904.12573760064,coingecko
2026-02-17T01:02:15.223000+00:00,68804.90267195697,68908.18748957811,coingecko
2026-02-17T02:02:36.279000+00:00,68536.46044041413,68639.3422924638,coingecko
2026-02-17T03:03:36.425000+00:00,68763.4177791903,68866.64032276678,coingecko
2026-02-17T04:02:11.916000+00:00,68414.53074012973,68517.2295603551,coingecko
2026-02-17T05:00:42.446000+00:00,68368.47265617784,68471.10233742303,coingecko
2026-02-17T06:00:45.069000+00:00,68145.04419198642,68247.33847898965,coingecko
2026-02-17T07:04:03.279000+00:00,68307.11989320081,68409.65747622788,coingecko
2026-02-17T08:02:00.124000+00:00,68307.27994031757,68409.8177635955,coingecko
2026-02-17T09:02:01.710000+00:00,68091.76994978332,68193.98426544476,coingecko
2026-02-17T10:01:55.931000+00:00,68028.23414339368,68130.3530838141,coingecko
2026-02-17T11:02:15.716000+00:00,67733.18864527172,67834.86468526961,coingecko
2026-02-17T12:00:32.329000+00:00,67782.2705934808,67884.02031165965,coingecko
2026-02-17T13:02:18.178000+00:00,67837.25969351058,67939.09195724865,coingecko
2026-02-17T14:00:33.831000+00:00,68040.72817819922,68142.86587373818,coingecko
2026-02-17T15:02:31.408000+00:00,66850.68524410998,66951.03653544464,coingecko
2026-02-17T16:02:27.028000+00:00,67301.52155014356,67402.5496035088,coingecko
2026-02-17T17:00:38.300000+00:00,67469.8162906531,67571.09697560279,coingecko
2026-02-17T18:02:45.274000+00:00,67148.13886408324,67248.93667073437,coingecko
2026-02-17T19:03:20.349000+00:00,68019.60133487848,68121.7073163669,coingecko
2026-02-17T20:01:05.001000+00:00,67739.12524231302,67840.81019389018,coingecko
2026-02-17T21:02:12.834000+00:00,67679.08255931703,67780.67737927096,coingecko
2026-02-17T22:03:10.689000+00:00,67593.23390107059,67694.69985138492,coingecko
2026-02-17T23:02:38.968000+00:00,67460.44769434692,67561.71431585457,coingecko
2026-02-18T00:02:03.508000+00:00,67428.06020079117,67529.2782045952,coingecko
2026-02-18T01:02:16.416000+00:00,67245.46723338634,67346.411142168,coingecko
2026-02-18T02:01:52.564000+00:00,67070.83328629204,67171.5150475424,coingecko
2026-02-18T03:01:45.436000+00:00,67248.4007995869,67349.3491120206,coingecko
2026-02-18T04:03:23.314000+00:00,67555.16994580865,67656.57875733601,coingecko
2026-02-18T05:01:46.523000+00:00,67719.69759115577,67821.35337938368,coingecko
2026-02-18T06:00:32.154000+00:00,67559.5414059481,67660.95677958724,coingecko
2026-02-18T07:02:26.424000+00:00,67761.46416317606,67863.18264828467,coingecko
2026-02-18T08:02:55.802000+00:00,68036.70424663299,68138.83590174426,coingecko
2026-02-18T09:01:12.191000+00:00,68041.24016785673,68143.3786319566,coingecko
2026-02-18T10:03:22.928000+00:00,68079.66850592522,68181.8646557965,coingecko
2026-02-18T11:02:36.503000+00:00,67706.37132388224,67808.00710770594,coingecko
2026-02-18T12:02:21.509000+00:00,67328.27076616492,67429.33897346964,coingecko
2026-02-18T13:02:08.004000+00:00,67414.92879499271,67516.12708690413,coingecko
2026-02-18T14:02:14.250000+00:00,67141.49813705869,67242.28597514285,coingecko
2026-02-18T15:01:49.221000+00:00,67106.30818647698,67207.04320001685,coingecko
2026-02-18T16:02:19.135000+00:00,67612.46955572962,67713.9643811823,coingecko
2026-02-18T17:00:44.658000+00:00,67055.29717734532,67155.95561694104,coingecko
2026-02-18T18:01:35.746000+00:00,67097.56847505129,67198.29036918445,coingecko
2026-02-18T19:00:25.557000+00:00,66265.62065334182,66365.09368909863,coingecko
2026-02-18T20:02:01.312000+00:00,66093.50290684433,66192.71757220362,coingecko
2026-02-18T21:02:03.574000+00:00,66195.85878405663,66295.22709846853,coingecko
2026-02-18T22:01:46.007000+00:00,66269.35921730897,66368.8378651208,coingecko
2026-02-18T23:01:23.232000+00:00,66345.22673692463,66444.81927143088,coingecko
2026-02-19T00:01:13.233000+00:00,66387.3080731555,66486.96377704316,coingecko
2026-02-19T01:03:18.732000+00:00,66372.66590994751,66472.29963410556,coingecko
2026-02-19T02:02:40.008000+00:00,66783.04794877974,66883.29770802235,coingecko
2026-02-19T03:00:44.709000+00:00,66772.43954279537,66872.67337748558,coingecko
2026-02-19T04:00:41.661000+00:00,66883.72703085758,66984.12792207228,coingecko
2026-02-19T05:03:18.157000+00:00,66730.80551777735,66830.9768545566,coingecko
2026-02-19T06:01:02.769000+00:00,66787.29223273839,66887.54836318533,coingecko
2026-02-19T07:01:01.425000+00:00,67066.16608258768,67166.84083777794,coingecko
2026-02-19T08:01:55.418000+00:00,67119.6443778662,67220.39941070764,coingecko
2026-02-19T09:02:23.652000+00:00,66884.87070632046,66985.27331433595,coingecko
2026-02-19T10:02:42.686000+00:00,66761.03722759093,66861.2539459711,coingecko
2026-02-19T11:02:45.150000+00:00,66758.45504760735,66858.66788981041,coingecko
2026-02-19T12:02:41.805000+00:00,66427.83764715791,66527.55419103654,coingecko
2026-02-19T13:00:53.718000+00:00,66443.51339749571,66543.25347264831,coingecko
2026-02-19T14:02:07.060000+00:00,65844.36108856677,65943.20176070373,coingecko
2026-02-19T15:01:08.233000+00:00,66345.70000166741,66445.29324660361,coingecko
2026-02-19T16:01:02.850000+00:00,66312.06539306042,66411.60814821639,coingecko
2026-02-19T17:02:00.239000+00:00,66251.29736298593,66350.74889768142,coingecko
2026-02-19T18:01:57.321000+00:00,66249.44461989962,66348.89337339459,coingecko
2026-02-19T19:02:15.671000+00:00,66932.48517339678,67032.95925671938,coingecko
2026-02-19T20:00:39.949000+00:00,66961.411993203,67061.92949932239,coingecko
2026-02-19T21:03:22.401000+00:00,67041.40691749619,67142.04450606387,coingecko
2026-02-19T22:02:07.434000+00:00,66848.61892952501,66948.96711906146,coingecko
2026-02-19T23:03:24.375000+00:00,66864.92344902488,66965.29611369691,coingecko
2026-02-20T00:02:36.225000+00:00,66906.44659794056,67006.8815940846,coingecko
2026-02-20T01:02:32.687000+00:00,67177.25412633635,67278.09563866009,coingecko
2026-02-20T02:02:26.623000+00:00,67196.99455306401,67297.8656982525,coingecko
2026-02-20T03:02:09.439000+00:00,67189.14527663469,67290.00463907147,coingecko
2026-02-20T04:02:47.556000+00:00,67284.32540069504,67385.32764047592,coingecko
2026-02-20T05:03:44.628000+00:00,67182.26302770618,67283.11205902122,coingecko
2026-02-20T06:03:41.193000+00:00,67716.53403461048,67818.1850739419,coingecko
2026-02-20T07:00:06.770000+00:00,67788.96492724831,67890.72469446459,coingecko
2026-02-20T08:03:39.701000+00:00,67755.51991177018,67857.22947380936,coingecko
2026-02-20T09:02:55.707000+00:00,67799.83096520457,67901.60704371126,coingecko
2026-02-20T10:01:58.021000+00:00,68121.7265667984,68223.98585111182,coingecko
2026-02-20T11:02:43.278000+00:00,67859.9657552764,67961.83210367062,coingecko
2026-02-20T12:02:28.194000+00:00,67296.25434572928,67397.27449235786,coingecko
2026-02-20T13:03:08.447000+00:00,67451.63061776212,67552.88400372824,coingecko
2026-02-20T14:02:15.266000+00:00,66704.56941509199,66804.70136817945,coingecko
2026-02-20T15:03:27.650000+00:00,67051.64924231249,67152.30220589864,coingecko
2026-02-20T16:03:25.167000+00:00,67508.08394801893,67609.4220775381,coingecko
2026-02-20T17:01:07.292000+00:00,67731.44908467054,67833.12251336908,coingecko
2026-02-20T18:02:36.353000+00:00,67531.81763197396,67633.19138873949,coingecko
2026-02-20T19:02:26.779000+00:00,67869.97525420919,67971.85662812094,coingecko
2026-02-20T20:03:19.390000+00:00,67571.95114224796,67673.385144463,coingecko
2026-02-20T21:02:56.127000+00:00,67649.85772944048,67751.408679247,coingecko
2026-02-20T22:00:09.080000+00:00,67723.5840705635,67825.2456928861,coingecko
2026-02-20T23:01:49.104000+00:00,67990.96745548747,68093.03045391952,coingecko
2026-02-21T00:01:35.614000+00:00,67950.16812966492,68052.16988317455,coingecko
2026-02-21T01:01:26.318000+00:00,67763.98623307521,67865.70850412812,coingecko
2026-02-21T02:02:26.125000+00:00,67887.16447797325,67989.07165507303,coingecko
2026-02-21T03:00:21.704000+00:00,67939.97785328164,68041.96430990404,coingecko
2026-02-21T04:02:45.685000+00:00,67585.37095087598,67686.82509791257,coingecko
2026-02-21T05:02:06.973000+00:00,67744.3471324709,67846.03992276231,coingecko
2026-02-21T06:02:07.329000+00:00,67782.48314481274,67884.2331820579,coingecko
2026-02-21T07:00:41.289000+00:00,67720.32654282777,67821.98327519128,coingecko
2026-02-21T08:02:31.186000+00:00,67784.70492914763,67886.45830157066,coingecko
2026-02-21T09:02:18.042000+00:00,67982.42997474871,68084.48015734779,coingecko
2026-02-21T10:02:32.943000+00:00,68083.17410410951,68185.37551632484,coingecko
2026-02-21T11:02:10.600000+00:00,68134.82210173209,68237.10104409147,coingecko
2026-02-21T12:02:20.281000+00:00,68029.92216779523,68132.0436421527,coingecko
2026-02-21T13:00:46.188000+00:00,68126.83195954608,68229.09890769652,coingecko
2026-02-21T14:02:20.586000+00:00,68183.48313272116,68285.83512141177,coingecko
2026-02-21T15:01:55.506000+00:00,68396.51806212186,68499.18984305074,coingecko
2026-02-21T16:01:14.798000+00:00,68572.88860194215,68675.82513724653,coingecko
2026-02-21T17:03:12.362000+00:00,68251.39753659314,68353.8514733506,coingecko
2026-02-21T18:02:24.648000+00:00,68353.6861790845,68456.29366396679,coingecko
2026-02-21T19:03:43.634000+00:00,68509.2641429007,68612.1051698853,coingecko
2026-02-21T20:03:54.370000+00:00,68468.591160689,68571.37113240884,coingecko
2026-02-21T21:03:16.046000+00:00,68233.55583365513,68335.9829877712,coingecko
2026-02-21T22:02:41.418000+00:00,68301.41329985789,68403.94231657022,coingecko
2026-02-21T23:03:25.336000+00:00,67900.1925458931,68002.11927976234,coingecko
2026-02-22T00:02:08.172000+00:00,67927.80610124744,68029.77428653828,coingecko
2026-02-22T01:00:31.466000+00:00,67843.4774000081,67945.31899730608,coingecko
2026-02-22T02:02:07.786000+00:00,68062.10550067961,68164.27528626981,coingecko
2026-02-22T03:02:26.272000+00:00,67832.53780504239,67934.36298063163,coingecko
2026-02-22T04:02:04.682000+00:00,67957.41543038016,68059.42806300019,coingecko
2026-02-22T05:02:50.149000+00:00,67909.95224334791,68011.89362775124,coingecko
2026-02-22T06:03:09.438000+00:00,67895.06378983392,67996.98282479489,coingecko
2026-02-22T07:02:21.131000+00:00,67975.49181337393,68077.53158091963,coingecko
2026-02-22T08:03:39.719000+00:00,67934.8457251017,68036.82447775385,coingecko
2026-02-22T09:02:02.518000+00:00,67899.35171515067,68001.27718682715,coingecko
2026-02-22T10:02:35.532000+00:00,67988.34029053217,68090.39934525902,coingecko
2026-02-22T11:02:08.739000+00:00,68068.14069747794,68170.31954265805,coingecko
2026-02-22T12:03:13.668000+00:00,68143.44744879406,68245.73933888483,coingecko
2026-02-22T13:02:40.756000+00:00,67880.63150646476,67982.52887675219,coingecko
2026-02-22T14:02:29.467000+00:00,67581.20852458525,67682.65642329615,coingecko
2026-02-22T15:02:41.726000+00:00,67367.13035190899,67468.25689234216,coingecko
2026-02-22T16:02:51.675000+00:00,67614.1476240628,67715.64496850721,coingecko
2026-02-22T17:02:08.771000+00:00,67556.9945969521,67658.40614751045,coingecko
2026-02-22T18:02:34.862000+00:00,67287.6712855607,67388.67854793582,coingecko
2026-02-22T19:02:26.046000+00:00,67357.44608167741,67458.55808480228,coingecko
2026-02-22T20:03:02.538000+00:00,67350.7202497701,67451.82215657484,coingecko
2026-02-22T21:03:00.332000+00:00,67317.96658434786,67419.01932377895,coingecko
2026-02-22T22:02:33.305000+00:00,67533.7730370396,67635.14972911422,coingecko
2026-02-22T23:02:40.889000+00:00,67603.29505629135,67704.77610966582,coingecko
2026-02-23T00:00:13.999000+00:00,67534.42835148955,67635.80602727363,coingecko
2026-02-23T01:02:25.581000+00:00,66704.42186122722,66804.55359281777,coingecko
2026-02-23T02:03:22.673000+00:00,64386.800710224714,64483.453400807986,coingecko
2026-02-23T03:03:09.168000+00:00,64710.361514547614,64807.49991061648,coingecko
2026-02-23T04:02:18.792000+00:00,64891.119564361674,64988.529301010705,coingecko
2026-02-23T05:02:58.408000+00:00,64746.461153711825,64843.653739882015,coingecko
2026-02-23T06:02:35.984000+00:00,64991.62844878166,65089.18906191469,coingecko
2026-02-23T07:03:56.446000+00:00,65703.22803579799,65801.85684946192,coingecko
2026-02-23T08:02:03.814000+00:00,65890.43284279156,65989.34267442948,coingecko
2026-02-23T09:03:21.335000+00:00,65621.90688065755,65720.41362103382,coingecko
2026-02-23T10:02:14.214000+00:00,66331.69444083529,66431.26666166216,coingecko
2026-02-23T11:03:04.905000+00:00,66267.55425544745,66367.03019378438,coingecko
2026-02-23T12:02:10.689000+00:00,66133.71854643813,66232.99358053335,coingecko
2026-02-23T13:02:24.548000+00:00,66225.92923170398,66325.34268564198,coingecko
2026-02-23T14:02:10.812000+00:00,66087.0133128167,66186.21823647869,coingecko
2026-02-23T15:02:35.665000+00:00,65864.84738641106,65963.71881105915,coingecko
2026-02-23T16:03:22.390000+00:00,65596.92097016535,65695.39020354563,coingecko
2026-02-23T17:03:56.043000+00:00,65332.68736728512,65430.75995277517,coingecko
2026-02-23T18:02:56.115000+00:00,64701.75721946069,64798.88269939984,coingecko
2026-02-23T19:03:21.655000+00:00,64584.439154049294,64681.38852480844,coingecko
2026-02-23T20:01:23.445000+00:00,64264.080647432755,64360.54911975814,coingecko
2026-02-23T21:03:24.441000+00:00,64424.97109792797,64521.68108706672,coingecko
2026-02-23T22:03:08.425000+00:00,64521.7118161801,64618.56702531121,coingecko
2026-02-23T23:02:37.277000+00:00,64670.90761927367,64767.986790080686,coingecko
2026-02-24T00:02:58.046000+00:00,64597.15120657874,64694.11965972847,coingecko
2026-02-24T01:00:15.226000+00:00,64892.82259476551,64990.23488787749,coingecko
2026-02-24T02:03:11.867000+00:00,64087.515089213215,64183.71851441594,coingecko
2026-02-24T03:02:51.785000+00:00,64018.13029468134,64114.229564575784,coingecko
2026-02-24T04:02:33.196000+00:00,63512.322858940526,63607.6628482209,coingecko
2026-02-24T05:03:32.574000+00:00,63280.05388202582,63375.045206342096,coingecko
2026-02-24T06:02:36.035000+00:00,63022.040506300684,63116.64452007047,coingecko
2026-02-24T07:02:07.208000+00:00,63001.64999195009,63096.2233969918,coingecko
2026-02-24T08:02:23.672000+00:00,63102.258652086195,63196.98308338781,coingecko
2026-02-24T09:03:18.129000+00:00,63332.06922342611,63427.13862931567,coingecko
2026-02-24T10:00:53.541000+00:00,63172.149042201716,63266.978387774194,coingecko
2026-02-24T11:03:15.131000+00:00,63228.79851602403,63323.71289958574,coingecko
2026-02-24T12:03:34.966000+00:00,63160.187786761584,63254.99917698439,coingecko
2026-02-24T13:02:14.798000+00:00,62925.537875712515,63019.99702688947,coingecko
2026-02-24T14:02:46.857000+00:00,62858.57078819747,62952.929413348626,coingecko
2026-02-24T15:02:30.514000+00:00,63399.34262871391,63494.51302045078,coingecko
2026-02-24T16:01:59.734000+00:00,63915.076059538485,64011.02063205718,coingecko
2026-02-24T17:03:41.260000+00:00,64205.6569815339,64302.037752584496,coingecko
2026-02-24T18:02:31.983000+00:00,64167.10108197835,64263.423975771664,coingecko
2026-02-24T19:02:10.148000+00:00,64378.625881981905,64475.266301119234,coingecko
2026-02-24T20:02:06.332000+00:00,64395.16361374056,64491.828858094435,coingecko
2026-02-24T21:03:29.711000+00:00,64407.10457253267,64503.78774176839,coingecko
2026-02-24T22:02:54.209000+00:00,63997.67400735901,64093.74256979187,coingecko
2026-02-24T23:02:42.249000+00:00,64065.88026590914,64162.05121451946,coingecko
2026-02-25T00:00:13.956000+00:00,64026.05540204326,64122.16656852118,coingecko
2026-02-25T01:01:39.044000+00:00,64185.410420817694,64281.76079923273,coingecko
2026-02-25T02:03:45.182000+00:00,65892.96263495988,65991.8762641342,coingecko
2026-02-25T03:03:46.366000+00:00,65844.46970682389,65943.31054201051,coingecko
2026-02-25T04:02:48.874000+00:00,65341.00230018591,65439.08736743663,coingecko
2026-02-25T05:01:46.902000+00:00,65399.277090670636,65497.44963571542,coingecko
2026-02-25T06:02:09.130000+00:00,64831.84560916457,64929.166368147555,coingecko
2026-02-25T07:02:11.206000+00:00,64833.22326126879,64930.54608828095,coingecko
2026-02-25T08:01:38.149000+00:00,64968.56125409045,65066.087240461355,coingecko
2026-02-25T09:02:35.156000+00:00,65457.696121678964,65555.956361041,coingecko
2026-02-25T10:02:35.632000+00:00,65494.85536152549,65593.17138158283,coingecko
2026-02-25T11:02:41.481000+00:00,65334.5688874384,65432.64429732698,coingecko
2026-02-25T12:03:09.893000+00:00,65361.89889195719,65460.015327621884,coingecko
2026-02-25T13:03:10.986000+00:00,66011.44670964465,66110.53819832562,coingecko
2026-02-25T14:02:07.699000+00:00,66194.82478007102,66294.19154231281,coingecko
2026-02-25T15:03:01.279000+00:00,66901.63443077754,67002.06220325307,coingecko
2026-02-25T16:02:57.383000+00:00,67364.58550013826,67465.70822042867,coingecko
2026-02-25T17:03:01.064000+00:00,68222.72100026395,68325.13188993158,coingecko
2026-02-25T18:01:28.020000+00:00,68598.51581933431,68701.49082431704,coingecko
2026-02-25T19:03:46.810000+00:00,69288.35370329994,69392.36424175874,coingecko
2026-02-25T20:02:54.362000+00:00,68999.17495034888,69102.75139510797,coingecko
2026-02-25T21:02:45.840000+00:00,69109.76942240415,69213.5118833835,coingecko
2026-02-25T22:03:45.345000+00:00,68926.967725371,69030.43577799851,coingecko
2026-02-25T23:03:02.721000+00:00,68390.39016182136,68493.05274400071,coingecko
2026-02-26T00:03:22.991000+00:00,67903.62722724139,68005.55911699958,coingecko
2026-02-26T01:01:16.297000+00:00,68299.4303853331,68401.95642544118,coingecko
2026-02-26T02:02:58.977000+00:00,68209.01657128887,68311.406888884,coingecko
2026-02-26T03:02:52.735000+00:00,68217.39138633768,68319.79427558412,coingecko
2026-02-26T04:02:36.365000+00:00,68157.36895652882,68259.68174455465,coingecko
2026-02-26T05:00:24.028000+00:00,68536.6245590737,68639.50665748613,coingecko
2026-02-26T06:02:27.972000+00:00,68382.40572436851,68485.05632090247,coingecko
2026-02-26T07:02:50.879000+00:00,68127.49678357762,68229.76472971258,coingecko
2026-02-26T08:02:25.249000+00:00,67798.50347021586,67900.27755598552,coingecko
2026-02-26T09:03:02.267000+00:00,67906.3105009945,68008.24641868426,coingecko
2026-02-26T10:03:11.397000+00:00,68520.17009412899,68623.02749231883,coingecko
2026-02-26T11:02:01.784000+00:00,68248.07608204118,68350.52503287738,coingecko
2026-02-26T12:00:19.411000+00:00,67982.55438779494,68084.60475715365,coingecko
2026-02-26T13:02:36.758000+00:00,68119.59331651522,68221.84939855152,coingecko
2026-02-26T14:00:56.908000+00:00,67860.79694132014,67962.66453742918,coingecko
2026-02-26T15:02:36.508000+00:00,67637.28073075964,67738.8128009084,coingecko
2026-02-26T16:02:49.547000+00:00,67336.31689983925,67437.39718540317,coingecko
2026-02-26T17:03:17.215000+00:00,66591.6043212663,66691.5666995319,coingecko
2026-02-26T18:03:07.311000+00:00,66782.19222506607,66882.4406997597,coingecko
2026-02-26T19:02:29.890000+00:00,67273.29528212045,67374.28096430526,coingecko
2026-02-26T20:03:07.535000+00:00,67534.18974139408,67635.56705899438,coingecko
2026-02-26T21:02:47.888000+00:00,67332.8235054384,67433.8985469777,coingecko
2026-02-26T22:02:16.975000+00:00,67397.88011246592,67499.0528121594,coingecko
2026-02-26T23:03:03.518000+00:00,67509.10834734175,67610.44801461323,coingecko
2026-02-27T00:00:53.072000+00:00,67410.73349795763,67511.92549220026,coingecko
2026-02-27T01:04:10.117000+00:00,67172.37238107498,67273.20656528474,coingecko
2026-02-27T02:03:20.001000+00:00,67297.14228678838,67398.16376632822,coingecko
2026-02-27T03:01:04.048000+00:00,67280.09451857826,67381.09040727266,coingecko
2026-02-27T04:03:17.716000+00:00,67567.22453528055,67668.65144226371,coingecko
2026-02-27T05:02:39.543000+00:00,67685.33637343056,67786.94058114648,coingecko
2026-02-27T06:03:34.069000+00:00,67670.72283974248,67772.3051107053,coingecko
2026-02-27T07:03:00.908000+00:00,67613.38054595921,67714.87673892286,coingecko
2026-02-27T08:03:23.778000+00:00,67643.16494841965,67744.70585151961,coingecko
2026-02-27T09:03:31.409000+00:00,67887.68478485449,67989.59274300038,coingecko
2026-02-27T10:03:48.337000+00:00,67318.34104197963,67419.39434351875,coingecko
2026-02-27T11:00:49.932000+00:00,66583.35940425833,66683.30940586592,coingecko
2026-02-27T12:02:04.991000+00:00,66088.25616804099,66187.46295738507,coingecko
2026-02-27T13:03:18.856000+00:00,65855.3308864386,65954.18802562266,coingecko
2026-02-27T14:03:37.476000+00:00,66207.22799786173,66306.6133788943,coingecko
2026-02-27T15:03:55.943000+00:00,66014.28134913206,66113.37709296362,coingecko
2026-02-27T16:01:07.904000+00:00,66063.74811893962,66162.91811861777,coingecko
2026-02-27T17:04:35.419000+00:00,65472.24968590044,65570.53177199386,coingecko
2026-02-27T18:02:58.562000+00:00,65646.07874785556,65744.62177324638,coingecko
2026-02-27T19:02:17.533000+00:00,65250.56537076431,65348.51468080298,coingecko
2026-02-27T20:02:55.766000+00:00,65356.819642184746,65454.928453256325,coingecko
