timestamp,spot,strike,yes_bid,yes_ask,no_bid,no_ask,implied_prob,model_prob,edge_bps,hours_to_expiry,vol
2026-02-25 00:00:13.956000+00:00,64074.11098528222,69000.0,0.0,0.01,0.99,1.0,0.01,0.25691955321679194,2469.1955321679193,22.079456666666665,2.5
2026-02-25 01:01:39.044000+00:00,64233.58561002521,69000.0,0.0,0.01,0.99,1.0,0.01,0.2593688606798552,2493.688606798552,21.05582111111111,2.5
2026-02-25 02:03:45.182000+00:00,65942.41944954704,69000.0,0.0,0.02,0.98,1.0,0.02,0.33033417787189767,3103.3417787189765,20.02078277777778,2.5
2026-02-25 03:03:46.366000+00:00,65893.8901244172,69000.0,0.0,0.02,0.98,1.0,0.02,0.32504293925556393,3050.429392555639,19.02045388888889,2.5
2026-02-25 04:02:48.874000+00:00,65390.04483381127,69000.0,0.0,0.02,0.98,1.0,0.02,0.2979095223287872,2779.0952232878717,18.036423888888887,2.5
2026-02-25 05:01:46.902000+00:00,65448.36336319303,69000.0,0.0,0.02,0.98,1.0,0.02,0.29659046492661,2765.9046492661,17.053638333333332,2.5
2026-02-25 06:02:09.130000+00:00,64880.50598865606,69000.0,0.0,0.02,0.98,1.0,0.02,0.26473618467378923,2447.3618467378924,16.04746388888889,2.5
2026-02-25 07:02:11.206000+00:00,64881.88467477487,69000.0,0.0,0.02,0.98,1.0,0.02,0.2592263833860056,2392.2638338600564,15.046887222222223,2.5
2026-02-25 08:01:38.149000+00:00,65017.3242472759,69000.0,0.0,0.02,0.98,1.0,0.02,0.2598685090937116,2398.6850909371165,14.056069722222222,2.5
2026-02-25 09:02:35.156000+00:00,65506.82624135998,69000.0,0.0,0.02,0.98,1.0,0.02,0.2786568465452971,2586.568465452971,13.040234444444444,2.5
2026-02-25 10:02:35.632000+00:00,65544.01337155416,69000.0,0.0,0.02,0.98,1.0,0.02,0.27400302623534284,2540.030262353428,12.040102222222222,2.5
2026-02-25 11:02:41.481000+00:00,65383.60659238269,69000.0,0.0,0.02,0.98,1.0,0.02,0.2575234657609759,2375.2346576097593,11.0384775,2.5
2026-02-25 12:03:09.893000+00:00,65410.95710978954,69000.0,0.0,0.02,0.98,1.0,0.02,0.2502416666712355,2302.416666712355,10.030585277777778,2.5
2026-02-25 13:03:10.986000+00:00,66060.99245398513,69000.0,0.0,0.02,0.98,1.0,0.02,0.28014104759673386,2601.4104759673382,9.030281666666667,2.5
2026-02-25 14:02:07.699000+00:00,66244.50816119192,69000.0,0.0,0.02,0.98,1.0,0.02,0.2824045268343275,2624.0452683432745,8.047861388888888,2.5
2026-02-25 15:03:01.279000+00:00,66951.8483170153,69000.0,0.01,0.02,0.98,0.99,0.02,0.322469836435217,3024.69836435217,7.032978055555556,2.5
2026-02-25 16:02:57.383000+00:00,67415.14686028346,69000.0,0.03,0.05,0.95,0.97,0.05,0.3493953502818602,2993.953502818602,6.034060277777777,2.5
2026-02-25 17:03:01.064000+00:00,68273.92644509776,69000.0,0.13,0.14,0.86,0.87,0.14,0.4182024462579894,2782.024462579894,5.033037777777778,2.5
2026-02-25 18:01:28.020000+00:00,68650.00332182567,69000.0,0.15,0.17,0.83,0.85,0.17,0.4516848162452527,2816.8481624525266,4.058883333333333,2.5
2026-02-25 19:03:46.810000+00:00,69340.35897252934,69000.0,0.24,0.25,0.75,0.76,0.25,0.5329903433942279,2829.903433942279,3.0203305555555557,2.5
2026-02-25 20:02:54.362000+00:00,69050.96317272843,69000.0,0.28,0.31,0.69,0.72,0.31,0.5001298700058713,1901.2987000587127,2.0348994444444446,2.5
2026-02-25 21:02:45.840000+00:00,69161.64065289382,69000.0,0.48,0.5,0.5,0.52,0.5,0.5288622679051251,288.6226790512514,1.0372666666666666,2.5
2026-02-25 22:03:45.345000+00:00,68978.70175168476,69000.0,0.0,0.06,0.94,1.0,0.06,0.4672507514088446,4072.507514088446,0.0207375,2.5
